ORDER_ID	CLASS
44432	1
44433	0
44435	0
44436	0
44439	1
44447	0
44452	0
44454	0
44457	0
44461	0
44463	1
44464	0
44467	0
44469	1
44471	0
44475	0
44477	0
44479	0
44483	1
44485	0
44486	0
44488	1
44489	1
44490	0
44495	1
44496	0
44498	0
44499	1
44501	0
44502	0
44504	1
44506	0
44508	0
44510	0
44512	0
44513	0
44514	0
44516	0
44517	0
44518	0
44521	1
44524	1
44526	0
44531	0
44535	1
44538	1
44539	1
44543	0
44546	1
44549	0
44551	0
44552	0
44553	1
44555	0
44557	1
44558	1
44561	0
44563	1
44565	0
44566	1
44568	0
44572	0
44576	1
44577	1
44580	0
44584	0
44586	0
44587	0
44588	0
44591	1
44593	0
44595	0
44602	0
44603	0
44604	0
44606	0
44607	1
44609	0
44098	0
44100	0
44102	0
44103	1
44104	0
44107	0
44110	1
44113	0
44114	0
44118	1
44121	1
44122	0
44124	1
44128	0
44129	0
44135	1
44137	0
44138	0
44141	1
44143	0
44144	0
44146	0
44147	0
44148	0
44150	1
44155	1
44156	1
44158	0
44159	1
44170	0
44171	0
44172	0
44173	1
44174	1
44177	0
44178	0
44179	1
44181	0
44185	0
44187	1
44189	0
44192	0
44193	0
44195	0
44196	1
44201	0
44203	1
44204	0
44206	0
44207	0
44209	1
44218	0
44219	0
44221	0
44222	0
44223	0
44227	0
44229	1
44230	1
44232	0
44236	0
44237	0
44239	1
44241	0
44242	0
44244	1
44246	0
44251	0
44255	0
44257	0
44259	0
44260	0
44262	0
44264	0
44267	0
44268	1
44269	0
44272	0
44275	0
44277	0
44278	0
44281	0
44282	0
44285	1
44287	0
44292	0
44294	1
44296	0
44298	0
44300	1
44303	1
44304	0
44305	1
44306	0
44310	1
44313	0
44315	0
44316	0
44317	1
44319	1
44322	0
44323	0
44326	1
44329	1
44331	1
44332	0
44336	1
44338	0
44339	0
44342	0
44345	1
44346	0
44349	0
44350	0
43838	0
43839	1
43843	1
43845	0
43846	0
43850	0
43854	1
43856	0
43862	1
43863	0
43865	0
43869	0
43871	1
43881	0
43882	0
43884	0
43889	0
43890	0
43892	0
43893	0
43894	0
43899	0
43900	0
43904	0
43905	1
43907	1
43909	0
43910	0
43911	0
43917	0
43918	0
43919	0
43923	1
43926	0
43928	0
43930	0
43932	0
43933	1
43935	1
43937	1
43938	0
43941	1
43942	0
43947	0
43949	0
43951	0
43952	0
43965	0
43969	0
43971	1
43974	0
43977	0
43979	0
43983	0
43984	0
43985	0
43986	0
43987	0
43990	0
43992	0
43993	0
43994	0
43997	0
44000	0
44001	0
44002	1
44004	0
44005	1
44006	0
44010	0
44012	0
44014	1
44015	0
44018	0
44020	0
44021	0
44023	0
44028	0
44036	1
44037	0
44044	1
44045	1
44051	0
44052	0
44053	1
44055	0
44059	0
44063	1
44064	0
44066	1
44068	0
44070	0
44074	0
44075	0
44078	0
44083	0
44085	1
44086	1
44093	0
44094	0
43578	0
43582	0
43586	0
43587	0
43588	0
43589	0
43597	0
43601	0
43602	0
43603	1
43610	0
43612	0
43614	0
43617	0
43621	0
43624	0
43626	0
43628	0
43631	1
43632	1
43633	0
43634	1
43635	1
43639	0
43643	1
43644	0
43645	1
43653	0
43655	0
43657	1
43659	0
43662	0
43665	0
43672	0
43678	0
43682	0
43683	1
43684	0
43688	1
43689	0
43691	0
43694	0
43698	0
43700	0
43701	1
43702	0
43705	1
43707	1
43711	1
43712	1
43722	0
43723	0
43725	0
43726	0
43728	0
43730	0
43738	0
43739	0
43740	0
43743	0
43744	1
43745	0
43747	0
43749	0
43751	0
43754	0
43756	0
43757	0
43759	0
43766	0
43767	0
43768	0
43771	0
43772	1
43774	0
43778	0
43781	0
43784	0
43785	0
43786	1
43792	0
43797	0
43798	0
43802	0
43808	0
43809	0
43812	0
43815	1
43816	0
43818	1
43822	0
43823	1
43827	0
43830	1
43832	0
43833	0
43836	0
43837	0
43316	0
43317	0
43320	1
43324	1
43325	0
43326	0
43328	0
43330	0
43335	0
43336	0
43338	1
43341	1
43346	0
43349	0
43350	1
43364	1
43375	1
43376	0
43377	0
43380	0
43382	1
43383	0
43384	0
43390	0
43399	1
43400	0
43404	1
43405	1
43406	0
43407	0
43409	1
43410	0
43411	0
43412	1
43413	1
43415	0
43416	1
43417	1
43419	1
43420	0
43423	1
43426	0
43427	0
43428	1
43430	0
43433	1
43437	0
43438	1
43442	0
43444	0
43446	0
43447	0
43451	0
43454	0
43457	1
43460	0
43461	1
43462	0
43465	1
43467	0
43469	0
43473	0
43474	0
43478	0
43479	1
43480	0
43484	0
43487	0
43488	1
43491	1
43496	1
43498	0
43500	1
43504	0
43508	0
43516	0
43517	1
43518	0
43520	0
43521	0
43522	0
43523	0
43525	0
43537	0
43538	0
43543	0
43550	0
43551	1
43557	0
43563	0
43568	0
43571	0
43573	0
43574	0
43575	0
43055	1
43056	0
43058	1
43060	0
43061	0
43062	0
43063	0
43066	1
43073	0
43075	0
43076	0
43083	0
43084	0
43090	0
43094	0
43095	1
43096	0
43101	0
43102	0
43104	1
43106	0
43107	1
43109	0
43110	0
43111	0
43112	1
43114	0
43116	0
43124	0
43129	0
43130	0
43133	1
43135	0
43143	0
43144	0
43146	0
43150	0
43152	0
43153	1
43155	0
43157	0
43159	0
43160	0
43172	0
43179	0
43180	1
43183	1
43184	1
43189	0
43192	0
43194	0
43196	1
43197	0
43199	0
43201	1
43202	0
43204	0
43205	0
43207	1
43208	0
43212	0
43215	1
43216	0
43220	0
43225	0
43226	0
43227	0
43232	0
43233	0
43234	1
43235	0
43238	0
43242	0
43244	0
43245	0
43247	0
43250	0
43255	0
43258	0
43263	1
43265	0
43272	0
43276	0
43278	0
43284	0
43285	0
43286	1
43294	0
43296	1
43298	0
43301	0
43303	0
43304	0
43305	0
43306	0
43311	0
43315	1
42795	0
42799	0
42800	0
42803	1
42805	0
42809	0
42813	0
42814	0
42821	0
42825	0
42826	1
42833	0
42835	0
42837	0
42840	1
42842	0
42844	0
42845	0
42846	0
42850	0
42855	0
42860	0
42862	0
42868	0
42872	0
42875	0
42877	0
42879	1
42881	0
42884	1
42886	0
42889	0
42890	1
42891	1
42895	0
42897	1
42898	0
42900	1
42901	0
42902	1
42903	0
42905	1
42909	0
42911	0
42918	0
42921	0
42922	0
42923	1
42925	0
42926	1
42931	0
42934	0
42939	0
42941	0
42944	0
42945	0
42949	1
42951	0
42952	1
42955	0
42959	0
42961	0
42966	0
42968	0
42969	0
42973	0
42974	0
42975	0
42976	0
42979	0
42981	0
42983	0
42985	0
42995	1
42996	1
42999	0
43000	0
43001	1
43002	1
43004	0
43006	1
43007	0
43010	1
43018	0
43022	0
43029	0
43032	0
43034	0
43037	0
43040	0
43042	1
43044	0
43047	0
43048	0
43053	0
42534	0
42538	0
42543	0
42546	1
42547	0
42551	0
42554	0
42555	0
42559	1
42561	1
42563	0
42564	0
42566	1
42574	0
42575	0
42577	0
42582	0
42584	1
42586	1
42588	0
42589	1
42593	0
42604	0
42607	0
42609	1
42611	0
42612	1
42614	1
42615	0
42616	0
42618	0
42619	0
42620	1
42623	0
42625	0
42627	1
42629	0
42631	0
42633	1
42636	1
42639	0
42640	0
42644	0
42648	0
42651	0
42655	0
42656	0
42657	0
42659	1
42661	0
42662	0
42667	1
42668	1
42669	0
42672	0
42673	0
42676	1
42679	0
42680	1
42681	0
42684	0
42686	0
42687	1
42688	0
42690	0
42696	0
42702	0
42703	0
42704	1
42705	0
42708	0
42710	0
42711	0
42713	1
42714	1
42715	1
42717	0
42720	1
42724	1
42725	0
42727	0
42735	1
42736	0
42737	0
42739	1
42744	1
42748	0
42750	0
42755	1
42756	0
42759	0
42761	1
42782	1
42785	0
42786	0
42787	0
42790	0
42793	0
42277	0
42278	0
42279	0
42280	1
42286	0
42290	0
42291	0
42292	0
42293	0
42295	0
42296	0
42297	0
42299	0
42301	0
42305	1
42306	0
42307	0
42313	0
42316	1
42318	1
42319	0
42320	0
42325	1
42326	1
42330	0
42332	0
42334	0
42335	1
42336	0
42337	0
42339	0
42341	0
42343	0
42345	1
42346	1
42350	0
42351	0
42353	1
42355	0
42356	0
42357	1
42362	0
42365	0
42366	1
42367	0
42370	1
42374	0
42380	0
42388	0
42390	1
42392	0
42398	0
42402	0
42404	0
42409	1
42410	0
42413	0
42414	0
42416	0
42418	0
42420	0
42423	0
42424	0
42429	0
42434	1
42435	0
42439	1
42440	0
42442	0
42444	0
42447	0
42448	0
42449	0
42453	0
42457	1
42458	0
42466	0
42467	0
42468	0
42469	1
42470	0
42472	1
42473	0
42477	0
42479	0
42481	1
42483	0
42486	0
42487	1
42490	0
42491	0
42492	0
42493	1
42494	0
42500	1
42504	0
42507	0
42512	0
42513	0
42514	0
42515	0
42516	0
42518	0
42524	0
42527	1
42530	0
42531	1
42532	0
42012	0
42017	0
42018	0
42021	0
42022	0
42026	0
42032	0
42033	0
42034	0
42035	0
42039	1
42040	1
42041	1
42042	0
42043	1
42049	0
42056	0
42059	0
42060	0
42063	1
42065	0
42067	0
42069	0
42070	0
42072	0
42073	0
42079	0
42087	0
42090	1
42091	0
42092	0
42093	0
42098	0
42100	0
42102	1
42105	1
42106	0
42107	0
42110	1
42111	0
42112	0
42115	0
42116	0
42117	0
42119	0
42124	0
42127	1
42128	1
42129	1
42135	0
42137	0
42138	0
42141	0
42143	1
42147	0
42148	0
42150	1
42156	0
42160	0
42162	1
42164	0
42167	1
42169	0
42170	0
42172	0
42176	0
42178	0
42180	1
42182	0
42183	0
42185	0
42189	1
42190	1
42191	1
42193	1
42195	0
42196	0
42197	0
42198	1
42204	0
42208	0
42211	1
42216	0
42218	0
42221	1
42226	1
42228	1
42233	0
42234	0
42235	0
42236	0
42237	1
42243	0
42246	0
42249	0
42250	0
42253	0
42255	0
42256	0
42257	1
42267	0
42269	0
41754	0
41756	0
41758	1
41760	0
41763	0
41766	1
41769	1
41770	0
41772	0
41773	0
41775	1
41778	1
41781	0
41783	1
41784	1
41785	0
41790	0
41791	0
41793	1
41795	0
41796	0
41797	0
41800	1
41806	0
41807	0
41808	0
41812	0
41818	0
41820	0
41822	0
41824	0
41827	1
41828	0
41829	1
41830	0
41833	0
41835	1
41837	1
41838	0
41840	0
41841	0
41842	0
41848	0
41851	0
41854	0
41855	0
41856	0
41862	1
41863	0
41864	0
41868	0
41872	1
41876	0
41877	1
41878	0
41881	1
41885	0
41886	1
41887	1
41893	1
41895	1
41896	0
41898	0
41899	0
41900	0
41905	1
41910	1
41911	0
41912	0
41916	1
41917	0
41918	0
41922	0
41923	0
41924	0
41928	0
41929	0
41931	0
41940	0
41941	0
41946	0
41948	1
41950	0
41954	1
41957	1
41958	0
41960	0
41962	0
41963	0
41964	0
41968	0
41969	0
41970	0
41973	0
41975	0
41977	0
41980	1
41989	0
41991	0
41992	1
41995	1
41998	1
42002	0
42003	0
42004	0
42006	0
42007	0
42009	0
42010	0
42011	1
41491	0
41492	1
41493	0
41495	0
41496	1
41497	1
41498	0
41499	1
41502	0
41503	0
41516	1
41517	0
41519	0
41522	0
41526	1
41533	1
41535	0
41536	0
41538	1
41539	0
41542	1
41544	0
41545	0
41549	1
41550	0
41552	0
41554	0
41555	0
41559	1
41560	0
41562	0
41567	0
41568	0
41569	0
41572	0
41574	1
41575	0
41576	0
41578	0
41580	0
41582	0
41592	0
41593	0
41596	0
41599	0
41601	0
41602	1
41604	0
41605	0
41606	1
41608	0
41609	0
41619	0
41620	0
41624	0
41625	1
41626	0
41627	1
41629	1
41636	1
41637	0
41638	0
41645	0
41646	0
41647	0
41649	0
41650	0
41651	0
41654	0
41655	0
41656	0
41657	0
41661	0
41664	0
41665	1
41667	0
41668	1
41674	1
41679	0
41681	0
41685	0
41687	0
41690	0
41691	1
41692	0
41694	1
41696	0
41698	1
41700	0
41703	0
41705	1
41706	0
41707	0
41709	0
41710	1
41712	0
41713	0
41716	1
41724	1
41725	0
41729	0
41738	0
41740	0
41744	0
41748	1
41235	0
41237	1
41243	0
41245	0
41247	0
41248	0
41249	0
41251	1
41253	0
41254	0
41256	0
41260	0
41261	1
41267	0
41270	0
41273	1
41277	0
41278	0
41279	1
41280	0
41281	1
41283	0
41285	1
41288	0
41290	1
41293	0
41296	1
41299	1
41300	0
41303	0
41304	0
41305	0
41307	0
41309	0
41313	0
41314	0
41315	0
41316	0
41319	0
41320	0
41321	0
41328	0
41329	0
41330	0
41331	0
41332	0
41336	1
41337	0
41341	0
41344	0
41345	0
41347	0
41348	0
41349	0
41360	1
41361	0
41362	1
41367	1
41368	0
41369	0
41371	0
41374	0
41378	0
41389	0
41390	0
41396	0
41404	0
41407	0
41409	0
41411	0
41412	1
41415	0
41418	0
41422	0
41423	1
41428	1
41429	0
41434	0
41435	0
41436	0
41442	0
41443	0
41453	0
41454	0
41456	1
41458	1
41461	0
41463	0
41465	1
41466	0
41467	1
41468	1
41469	1
41470	0
41471	0
41479	1
41480	0
41483	0
41484	1
41485	1
41488	0
41489	0
40970	0
40971	0
40976	0
40979	0
40983	0
40984	0
40986	0
40988	1
40989	0
40990	0
40992	0
40994	0
40996	0
40998	0
40999	0
41002	0
41007	0
41011	0
41013	0
41020	0
41021	1
41023	1
41024	0
41025	0
41030	1
41031	0
41034	1
41035	1
41039	0
41043	0
41044	0
41046	0
41047	0
41049	0
41057	0
41059	0
41060	0
41062	0
41063	0
41065	0
41068	0
41070	0
41072	0
41077	0
41078	0
41079	0
41081	1
41085	0
41086	0
41089	1
41090	1
41094	1
41096	0
41099	0
41100	0
41102	0
41104	1
41106	0
41108	0
41112	0
41115	0
41116	0
41117	0
41120	1
41132	1
41136	1
41139	1
41140	0
41143	1
41147	0
41148	0
41154	0
41158	0
41164	0
41170	0
41174	0
41178	0
41180	0
41181	0
41182	0
41185	0
41186	0
41191	0
41194	0
41197	0
41202	1
41205	0
41207	0
41209	0
41210	0
41215	0
41217	0
41219	0
41221	0
41222	0
41229	0
40708	0
40709	1
40710	0
40712	1
40719	1
40725	0
40727	0
40730	1
40731	0
40732	0
40734	1
40735	0
40736	0
40738	0
40742	1
40743	0
40744	1
40745	0
40751	0
40756	0
40761	0
40762	0
40765	0
40766	0
40768	0
40769	0
40770	0
40772	0
40773	0
40777	0
40780	0
40781	1
40782	0
40788	0
40789	0
40791	1
40794	0
40795	0
40796	1
40799	0
40800	1
40801	0
40806	0
40812	0
40813	0
40815	0
40816	0
40824	0
40827	0
40829	0
40830	0
40832	0
40843	0
40845	0
40847	1
40848	0
40849	1
40854	0
40857	0
40858	1
40860	0
40861	0
40862	0
40866	1
40871	0
40872	1
40873	0
40878	0
40881	0
40889	0
40890	0
40892	0
40898	0
40901	0
40902	0
40904	0
40905	0
40906	0
40907	0
40913	0
40915	0
40917	1
40924	0
40925	0
40926	0
40933	0
40935	0
40936	0
40940	0
40941	0
40942	0
40943	0
40944	0
40945	0
40948	0
40952	0
40954	1
40958	0
40959	0
40961	0
40969	0
40449	1
40454	0
40458	0
40460	1
40461	1
40462	1
40464	1
40465	0
40467	1
40468	1
40471	1
40472	0
40477	0
40478	0
40481	0
40482	0
40486	0
40487	0
40494	1
40495	1
40497	0
40498	1
40503	1
40506	0
40510	1
40514	0
40517	1
40521	0
40526	0
40529	0
40533	0
40537	0
40538	1
40541	0
40542	0
40545	0
40546	0
40548	0
40551	1
40553	1
40554	1
40555	0
40557	0
40562	0
40563	1
40564	0
40566	0
40568	0
40571	0
40575	0
40579	0
40580	0
40584	0
40586	0
40587	0
40589	1
40591	0
40592	1
40595	0
40596	0
40598	0
40599	0
40600	0
40611	0
40612	0
40618	0
40620	0
40621	0
40627	0
40631	1
40634	1
40636	0
40638	1
40642	1
40644	1
40645	0
40646	1
40649	0
40652	1
40654	0
40655	0
40656	1
40665	0
40666	0
40669	0
40671	0
40673	0
40674	0
40677	0
40682	0
40685	0
40688	0
40691	0
40692	0
40696	0
40697	1
40698	0
40701	1
40705	1
40188	0
40189	0
40190	0
40191	0
40194	0
40196	0
40198	0
40204	0
40205	1
40209	0
40210	0
40211	0
40212	0
40214	0
40217	0
40218	0
40219	1
40223	1
40226	0
40227	0
40228	1
40230	0
40231	0
40232	1
40236	0
40240	1
40242	0
40243	0
40247	1
40249	1
40250	0
40251	1
40252	0
40253	1
40256	0
40258	0
40260	1
40262	0
40264	1
40267	0
40268	0
40270	0
40272	0
40274	0
40276	0
40279	1
40280	1
40282	0
40283	0
40287	1
40288	0
40290	0
40296	0
40298	1
40301	0
40303	0
40304	1
40305	1
40307	0
40315	1
40317	0
40319	0
40320	0
40322	0
40323	1
40328	0
40330	1
40332	0
40337	0
40338	0
40342	0
40348	0
40354	0
40355	1
40359	0
40362	1
40364	0
40366	1
40369	0
40371	0
40378	1
40379	0
40381	1
40382	0
40384	0
40385	1
40391	1
40397	0
40402	0
40403	1
40404	0
40412	0
40414	1
40418	0
40423	0
40425	0
40426	1
40427	0
40429	1
40432	1
40433	0
40434	0
40436	0
40437	0
40439	0
40440	0
40441	0
40442	0
39938	0
39939	1
39940	1
39946	0
39947	0
39948	0
39951	0
39957	0
39960	1
39962	0
39963	0
39967	0
39973	1
39974	0
39975	0
39976	0
39978	1
39979	0
39980	1
39982	0
39985	0
39986	0
39987	0
39989	0
39998	0
39999	0
40001	0
40007	0
40008	0
40012	0
40014	1
40018	1
40020	0
40021	1
40031	0
40033	0
40036	0
40037	0
40038	1
40039	0
40041	0
40045	0
40047	0
40052	1
40055	1
40057	1
40060	0
40061	0
40062	1
40066	1
40072	1
40073	0
40076	1
40080	0
40082	0
40084	0
40085	0
40087	1
40089	0
40090	0
40094	0
40095	0
40096	0
40098	1
40101	0
40102	0
40103	0
40104	1
40106	0
40108	0
40109	1
40113	0
40115	0
40116	0
40122	0
40123	0
40125	0
40126	0
40127	0
40134	0
40136	0
40138	0
40139	0
40141	0
40144	1
40146	0
40148	1
40151	0
40156	1
40159	0
40161	0
40162	0
40163	0
40164	0
40166	1
40167	1
40169	0
40171	0
40174	0
40183	0
40184	0
39668	0
39670	0
39671	0
39673	0
39674	0
39675	0
39676	0
39680	1
39685	0
39694	0
39695	0
39698	0
39700	0
39703	0
39711	0
39712	0
39713	0
39715	0
39717	0
39723	0
39725	1
39726	0
39729	0
39730	0
39731	0
39733	0
39734	0
39742	1
39743	0
39744	1
39751	0
39753	0
39756	1
39758	1
39760	0
39764	0
39766	0
39768	0
39770	0
39771	0
39775	0
39776	0
39781	0
39782	0
39783	0
39784	0
39786	0
39787	1
39788	0
39790	0
39792	1
39796	0
39800	0
39803	0
39804	1
39806	0
39808	1
39809	0
39812	0
39814	0
39815	0
39816	0
39819	0
39820	0
39821	0
39822	0
39823	0
39824	1
39827	1
39828	0
39830	1
39832	1
39833	1
39834	0
39837	0
39838	0
39839	0
39840	0
39841	0
39842	0
39843	0
39844	1
39846	0
39850	0
39853	0
39855	0
39864	0
39865	0
39873	0
39874	0
39876	0
39880	0
39884	1
39885	0
39886	1
39887	0
39889	1
39891	0
39892	0
39899	0
39902	1
39910	0
39911	0
39913	0
39914	0
39916	0
39917	1
39919	0
39921	0
39924	0
39925	1
39403	1
39405	0
39407	0
39408	0
39409	0
39412	0
39415	0
39419	0
39424	1
39425	0
39427	0
39428	0
39429	0
39430	0
39431	1
39432	0
39435	0
39439	0
39442	1
39443	1
39449	0
39451	0
39454	0
39460	1
39461	0
39463	0
39464	1
39467	1
39468	0
39469	1
39470	0
39473	0
39474	0
39476	0
39477	0
39480	0
39481	0
39484	0
39485	0
39487	0
39488	0
39494	0
39495	0
39496	1
39498	1
39500	0
39501	0
39504	0
39506	0
39508	0
39510	0
39512	1
39514	1
39515	1
39516	0
39517	0
39520	0
39521	0
39525	1
39526	1
39528	0
39533	0
39535	0
39538	0
39540	0
39542	0
39543	1
39546	0
39547	0
39548	0
39549	0
39550	0
39551	1
39552	0
39553	0
39554	1
39557	1
39558	0
39564	0
39565	1
39571	0
39572	1
39574	0
39576	0
39577	0
39579	0
39582	0
39586	1
39589	1
39593	1
39595	0
39596	1
39599	0
39608	0
39610	0
39614	0
39615	1
39617	1
39623	1
39627	0
39629	0
39630	0
39635	0
39639	1
39643	0
39644	0
39646	0
39647	0
39649	0
39650	1
39654	0
39655	0
39659	0
39660	0
39143	0
39147	0
39149	0
39153	0
39158	0
39159	1
39160	1
39163	0
39164	1
39165	0
39166	1
39167	0
39170	0
39174	1
39175	0
39184	0
39186	0
39187	1
39188	0
39190	0
39192	1
39193	1
39198	0
39199	0
39204	0
39210	1
39211	0
39213	0
39214	0
39219	1
39220	0
39221	0
39223	0
39224	0
39226	0
39229	0
39230	1
39233	0
39237	0
39239	0
39241	0
39247	0
39251	0
39252	0
39257	0
39263	0
39273	1
39274	0
39278	0
39280	0
39284	1
39285	0
39294	0
39301	0
39302	1
39314	1
39320	0
39325	0
39328	0
39334	0
39338	1
39342	0
39354	1
39355	0
39356	0
39359	0
39360	0
39361	0
39362	0
39364	1
39371	1
39376	0
39378	0
39379	0
39380	0
39382	0
39383	0
39389	0
39392	0
39393	0
39395	0
39396	1
39397	0
39400	0
38882	0
38886	1
38887	1
38889	1
38890	0
38891	1
38892	0
38894	1
38897	1
38904	1
38906	0
38910	1
38912	0
38919	0
38920	1
38924	0
38925	0
38926	1
38930	0
38932	0
38933	0
38935	0
38937	0
38940	0
38943	0
38947	0
38948	1
38949	0
38950	0
38951	0
